timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
7868;660;341;30.37
7868;48;301;30.64
7868;217;336;30.72
7949;506;320;30.61
7949;0;294;30.38
7949;209;324;30.17
7949;533;307;29.99
7949;64;309;30.01
7949;321;337;29.91
7949;464;313;29.9
7955;0;285;29.93
8021;353;331;30.03
8021;439;317;30.09
8021;2;295;30.29
8021;688;371;30.61
8021;337;297;31.02
8021;0;291;31.51
8088;511;326;32.03
8088;211;283;32.41
8088;64;306;32.67
8088;53;295;32.88
8088;195;290;33.08
8088;0;293;33.24
8161;193;336;33.44
8161;201;304;33.75
8161;0;289;34.15
8161;376;334;34.56
8161;503;314;34.96
8161;528;307;35.33
8168;351;292;35.67
8243;226;291;35.82
8243;0;282;35.71
8243;87;298;35.26
8243;173;301;34.38
8243;295;312;33.28
8243;293;343;32.32
8243;609;348;31.85
8319;570;339;31.91
8319;107;304;32.21
8319;498;307;32.8
8319;161;294;33.89
8319;563;311;35.43
8319;176;277;35.64
8325;177;314;36.83
8400;429;310;39.22
8400;64;304;40.1
8400;16;315;40.04
8400;317;336;39.86
8400;438;322;39.71
8400;723;368;39.64
8400;747;369;39.64
8484;64;283;39.67
8484;463;337;39.55
8484;496;317;39.3
8484;11;271;38.99
8484;570;347;38.66
8484;596;335;38.43
8484;19;296;38.26
8484;614;339;38.1
8559;477;329;38.09
8559;37;303;38.09
8561;893;384;38.02
8561;432;319;37.87
8561;144;323;37.67
8563;883;342;37.51
8563;246;285;37.32
8641;0;294;37.1
8641;458;302;36.99
8641;139;299;36.82
8641;101;315;36.55
8641;449;351;36.23
8641;311;331;35.84
8641;118;319;35.42
8713;885;357;35.01
8713;217;311;34.65
8713;148;320;34.35
8713;523;274;34.11
8713;182;335;33.86
8720;67;307;33.66
8720;432;297;33.41
8799;97;318;33.17
8799;80;302;32.98
8801;767;369;32.77
8801;138;318;32.57
8801;192;311;32.27
8803;678;325;31.91
8803;17;288;31.58
8878;16;301;31.24
8878;411;280;30.95
8880;7;304;30.72
8880;37;317;30.59
8880;464;322;30.56
8882;17;302;30.64
8882;167;336;30.77
8953;691;358;30.82
8953;97;304;30.81
8953;161;330;30.75
8953;490;309;30.68
8953;118;324;30.69
8953;201;320;30.82
8953;403;294;30.87
9009;0;287;30.88
9009;208;318;30.7
9009;496;321;30.34
9009;0;292;29.78
9009;0;305;29.24
9083;354;304;28.78
9085;0;299;28.46
9087;358;326;28.27
9087;139;285;28.2
9087;58;304;28.24
9089;271;307;28.43
9089;288;291;28.67
9155;0;291;28.96
9155;163;319;29.18
9155;293;303;29.35
9155;61;304;29.28
9155;378;348;29.27
9155;367;304;29.17
9221;90;304;28.96
9221;304;315;28.71
9221;269;294;28.61
9221;143;305;28.64
9221;164;287;28.71
9221;217;298;28.83
9296;118;304;28.98
9296;380;338;29.14
9296;215;310;29.33
9296;39;298;29.58
9296;543;362;29.86
9296;0;278;30.08
9303;429;311;30.3
9383;528;319;30.47
9383;79;268;30.59
9383;150;303;30.71
9386;190;304;30.84
9388;0;283;30.99
9388;71;311;31.16
9388;118;316;31.44
9388;178;304;31.91
9465;144;321;32.54
9465;262;335;33.17
9465;80;288;33.73
9465;111;304;34.12
9465;523;327;34.36
9465;0;288;34.4
9465;118;291;34.21
